customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned
CUST-1598,2020-07-13,2024-12-13,Wales,Professional Services,Basic,Annual,Renewal upgrade,48.86,53,498.8,22,3,1,8.8,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1599,2022-03-07,2024-12-01,South West,Public Sector,Standard,Annual,Renewal upgrade,95.22,33,235.6,7,3,0,9.8,5,Multiple support contacts; wants faster response time.,,,,0
CUST-1600,2020-10-07,2024-12-18,Wales,Public Sector,Premium,Annual,Self-serve,208.12,50,472.5,18,1,0,9.6,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1601,2021-09-18,2024-12-19,North West,Education,Standard,Annual,Self-serve,89.2,39,191.1,10,1,0,7.1,12,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1602,2020-07-28,2024-12-16,Midlands,Healthcare,Premium,Annual,Partner,182.58,53,127.7,4,2,2,6.9,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1603,2022-12-08,2024-12-30,South West,Professional Services,Standard,Monthly,Partner,90.0,24,186.0,5,2,0,5.2,7,Multiple support contacts; wants faster response time.,price,2025-02-01,none,1
CUST-1604,2023-03-29,2024-12-15,Midlands,Public Sector,Enterprise,Monthly,Self-serve,370.43,21,338.0,11,2,0,4.9,6,Customer happy with product but needs integration advice.,price,2025-02-24,discount,1
CUST-1605,2023-01-12,2024-12-26,South West,Retail,Enterprise,Monthly,Partner,359.64,23,172.2,8,4,0,8.4,10,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-03,none,1
CUST-1606,2022-10-26,2024-12-24,Midlands,Technology,Basic,Annual,Partner,40.86,26,284.7,10,3,1,7.0,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1607,2020-12-09,2024-12-26,Northern Ireland,Healthcare,Standard,Monthly,Partner,105.15,48,150.6,4,1,0,7.5,1,Support issue around onboarding and admin setup.,,,,0
CUST-1608,2022-02-13,2024-12-11,London,Education,Standard,Annual,Partner,102.09,34,125.5,0,2,1,8.4,4,Multiple support contacts; wants faster response time.,,,,0
CUST-1609,2020-06-01,2024-12-28,Midlands,Retail,Basic,Annual,Sales-led,42.8,54,452.3,18,3,0,10.0,6,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1610,2021-06-30,2024-12-27,North West,Professional Services,Standard,Annual,Self-serve,108.1,42,143.6,5,1,0,8.6,2,Manager requested renewal details and training resources.,,,,0
CUST-1611,2022-01-08,2024-12-11,Scotland,Public Sector,Enterprise,Monthly,Self-serve,353.67,35,200.2,7,2,0,10.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1612,2022-09-03,2024-12-29,Wales,Education,Basic,Annual,Sales-led,51.59,27,235.0,10,1,0,8.9,6,Support issue around onboarding and admin setup.,,,,0
CUST-1613,2020-05-21,2024-12-22,South West,Education,Standard,Annual,Renewal upgrade,98.5,55,187.7,11,2,0,8.2,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1614,2023-04-01,2024-12-27,South West,Technology,Premium,Monthly,Self-serve,184.17,21,127.2,8,2,0,7.9,6,Invoice query raised; finance contact requested clarification.,support,2025-02-07,discount,1
CUST-1615,2021-11-01,2024-12-24,South East,Technology,Standard,Annual,Sales-led,101.75,37,162.9,9,1,0,6.0,6,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1616,2023-07-10,2024-12-28,Midlands,Public Sector,Standard,Monthly,Partner,99.71,17,450.1,17,3,0,10.0,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1617,2022-02-09,2024-12-20,Midlands,Retail,Enterprise,Annual,Partner,341.31,34,398.2,14,4,0,4.4,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1618,2022-03-09,2024-12-30,South East,Education,Standard,Monthly,Partner,119.33,33,279.5,7,1,1,7.1,4,Multiple support contacts; wants faster response time.,,,,0
CUST-1619,2022-10-08,2024-12-17,London,Technology,Basic,Monthly,Self-serve,36.39,26,165.1,4,0,0,8.2,11,,competitor,2025-02-01,discount,1
CUST-1620,2023-04-12,2024-12-29,London,Healthcare,Basic,Monthly,Renewal upgrade,54.13,20,179.2,7,2,1,6.2,11,Customer happy with product but needs integration advice.,support,2025-02-16,discount,1
CUST-1621,2020-08-18,2024-12-22,Midlands,Professional Services,Enterprise,Monthly,Self-serve,345.16,52,210.3,5,4,0,6.7,8,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-01-10,success_call,1
CUST-1622,2022-01-16,2024-12-27,North West,Public Sector,Basic,Monthly,Self-serve,70.11,35,154.9,7,0,1,10.0,1,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1623,2020-02-13,2024-12-22,South West,Education,Standard,Annual,Sales-led,88.16,58,67.0,0,1,0,9.2,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1624,2021-11-23,2024-12-04,North West,Education,Basic,Monthly,Self-serve,40.18,37,229.0,3,1,2,6.4,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1625,2023-04-02,2024-12-22,South West,Technology,Standard,Monthly,Partner,87.36,20,155.0,9,3,0,6.7,8,Invoice query raised; finance contact requested clarification.,low_usage,2025-03-27,success_call,1
CUST-1626,2023-06-17,2024-12-13,North West,Manufacturing,Enterprise,Annual,Self-serve,352.88,18,157.3,4,4,0,5.2,6,,price,2025-01-25,success_call,1
CUST-1627,2021-02-17,2024-12-28,Midlands,Healthcare,Standard,Annual,Self-serve,82.52,46,246.1,6,1,1,8.9,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1628,2021-07-18,2024-12-17,London,Healthcare,Enterprise,Annual,Partner,343.26,41,272.9,7,4,0,7.2,9,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1629,2022-03-16,2024-12-29,Scotland,Healthcare,Basic,Annual,Partner,23.17,33,260.5,12,1,0,5.3,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1630,2021-08-01,2024-12-22,Midlands,Professional Services,Standard,Monthly,Sales-led,101.89,40,188.1,13,4,1,,1,Manager requested renewal details and training resources.,,,,0
CUST-1631,2020-09-16,2024-12-17,South West,Public Sector,Premium,Annual,Renewal upgrade,173.0,51,185.1,6,2,0,8.4,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1632,2021-03-21,2024-12-31,Midlands,Public Sector,Standard,Monthly,Partner,81.14,45,190.5,7,3,0,9.0,2,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1633,2021-08-12,2024-12-26,London,Retail,Basic,Annual,Renewal upgrade,62.03,40,325.3,17,1,0,8.4,12,Support issue around onboarding and admin setup.,,,,0
CUST-1634,2022-01-27,2024-12-27,South East,Retail,Premium,Annual,Renewal upgrade,163.31,35,406.0,9,2,0,8.1,12,Customer happy with product but needs integration advice.,,,,0
CUST-1635,2023-09-06,2024-12-22,London,Technology,Standard,Annual,Renewal upgrade,108.56,15,294.6,20,2,1,10.0,12,Manager requested renewal details and training resources.,,,,0
CUST-1636,2022-03-06,2024-12-26,London,Professional Services,Standard,Annual,Partner,90.59,33,360.5,24,2,0,8.5,7,Manager requested renewal details and training resources.,,,,0
CUST-1637,2021-07-19,2024-12-15,Wales,Education,Enterprise,Annual,Self-serve,368.22,41,412.8,6,1,0,10.0,8,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1638,2022-08-22,2024-12-20,Midlands,Healthcare,Basic,Monthly,Sales-led,57.99,28,89.3,3,3,0,6.3,5,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-01,discount,1
CUST-1639,2023-02-02,2024-12-16,Midlands,Manufacturing,Standard,Annual,Self-serve,86.9,22,,10,2,0,9.3,1,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-02-16,none,1
CUST-1640,2021-09-20,2024-12-26,Northern Ireland,Professional Services,Basic,Annual,Partner,38.0,39,286.0,10,1,1,5.9,8,Manager requested renewal details and training resources.,support,2025-02-14,discount,1
CUST-1641,2021-12-15,2024-12-19,Midlands,Manufacturing,Standard,Annual,Self-serve,106.27,36,391.8,14,3,0,7.6,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1642,2020-11-14,2024-12-29,Midlands,Healthcare,Basic,Monthly,Renewal upgrade,45.85,49,79.1,6,2,0,5.5,9,Healthy adoption in team; users asked for reporting improvements.,price,2025-02-20,success_call,1
CUST-1643,2023-06-16,2024-11-12,London,Manufacturing,Premium,Monthly,Sales-led,176.97,18,170.8,6,2,1,6.4,8,Support issue around onboarding and admin setup.,competitor,2025-02-20,none,1
CUST-1644,2023-06-19,2024-12-29,South East,Professional Services,Basic,Annual,Self-serve,64.27,18,119.0,1,2,0,9.4,2,Customer happy with product but needs integration advice.,,,,0
CUST-1645,2020-09-12,2024-12-25,Wales,Healthcare,Premium,Monthly,Self-serve,170.02,51,188.9,7,1,0,7.1,6,Manager requested renewal details and training resources.,,,,0
CUST-1646,2021-05-20,2024-12-14,Northern Ireland,Education,Basic,Monthly,Self-serve,50.1,43,181.1,9,2,4,7.4,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1647,2021-02-01,2024-12-24,London,Retail,Standard,Monthly,Sales-led,110.46,46,209.9,4,3,1,9.5,4,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1648,2023-09-09,2024-12-27,North West,Professional Services,Standard,Annual,Sales-led,108.71,15,243.0,3,1,1,7.8,10,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1649,2020-04-05,2024-12-19,Wales,Retail,Premium,Monthly,Partner,177.08,56,103.5,12,0,0,9.4,1,Multiple support contacts; wants faster response time.,,,,0
CUST-1650,2020-10-29,2024-12-30,London,Healthcare,Standard,Monthly,Self-serve,95.53,50,145.6,3,5,1,7.3,6,Manager requested renewal details and training resources.,low_usage,2025-01-14,success_call,1
CUST-1651,2021-04-04,2024-12-30,North West,Professional Services,Standard,Monthly,Sales-led,78.13,44,350.5,13,3,1,,6,Manager requested renewal details and training resources.,price,2025-02-20,discount,1
CUST-1652,2022-03-28,2024-12-27,South West,Technology,Premium,Annual,Sales-led,166.33,33,437.6,16,1,0,10.0,10,Support issue around onboarding and admin setup.,,,,0
CUST-1653,2020-12-29,2024-12-14,Wales,Healthcare,Standard,Annual,Self-serve,102.82,48,216.0,11,2,1,10.0,10,Manager requested renewal details and training resources.,,,,0
CUST-1654,2022-02-22,2024-12-20,South East,Public Sector,Basic,Monthly,Sales-led,47.35,34,210.8,16,0,0,7.4,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1655,2022-12-26,2024-12-24,Northern Ireland,Technology,Enterprise,Monthly,Partner,349.9,24,311.6,15,6,0,5.8,8,Low usage noted in recent month; customer did not attend webinar.,support,2025-02-07,none,1
CUST-1656,2023-04-24,2024-12-29,South East,Professional Services,Standard,Annual,Partner,111.47,20,342.9,8,2,0,6.8,8,Customer happy with product but needs integration advice.,,,,0
CUST-1657,2020-05-24,2024-12-25,Northern Ireland,Manufacturing,Basic,Monthly,Sales-led,34.75,55,215.3,3,0,0,9.9,9,Manager requested renewal details and training resources.,,,,0
CUST-1658,2020-07-21,2024-12-24,South East,Technology,Standard,Annual,Self-serve,96.17,53,224.8,7,0,0,10.0,12,Customer happy with product but needs integration advice.,,,,0
CUST-1659,2020-05-18,2024-12-26,Scotland,Manufacturing,Basic,Monthly,Sales-led,51.26,55,191.4,7,1,0,7.2,10,Customer happy with product but needs integration advice.,,,,0
CUST-1660,2023-08-21,2024-12-28,North West,Healthcare,Basic,Annual,Sales-led,40.55,16,207.0,1,2,0,4.6,2,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-01-16,none,1
CUST-1661,2022-08-10,2024-12-28,South East,Healthcare,Premium,Monthly,Renewal upgrade,196.18,28,226.3,12,3,0,6.6,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1662,2022-02-14,2024-12-31,Northern Ireland,Professional Services,Basic,Annual,Self-serve,59.9,34,152.7,2,4,1,,7,Multiple support contacts; wants faster response time.,low_usage,2025-03-09,none,1
CUST-1663,2023-02-28,2024-12-27,London,Education,Premium,Monthly,Renewal upgrade,182.48,22,483.0,25,4,0,8.3,10,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1664,2022-05-05,2024-12-21,London,Technology,Enterprise,Annual,Sales-led,370.53,31,307.8,20,4,0,8.0,10,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1665,2020-12-09,2024-12-29,South East,Technology,Standard,Annual,Sales-led,81.01,48,315.6,12,0,0,8.0,8,Multiple support contacts; wants faster response time.,,,,0
CUST-1666,2022-01-14,2024-12-30,Midlands,Professional Services,Premium,Annual,Self-serve,178.91,35,538.5,23,3,1,10.0,3,Manager requested renewal details and training resources.,,,,0
CUST-1667,2022-10-23,2024-12-24,Midlands,Manufacturing,Premium,Monthly,Self-serve,183.4,26,293.2,7,3,1,8.1,12,Support issue around onboarding and admin setup.,support,2025-03-13,none,1
CUST-1668,2020-02-22,2024-12-17,South West,Retail,Enterprise,Monthly,Renewal upgrade,338.03,58,336.7,16,1,2,8.8,1,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1669,2022-06-04,2024-12-31,South East,Technology,Standard,Annual,Sales-led,102.61,30,228.7,7,1,0,8.4,12,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1670,2021-12-26,2024-12-30,North West,Professional Services,Basic,Annual,Renewal upgrade,35.72,36,208.8,4,2,0,8.6,8,Healthy adoption in team; users asked for reporting improvements.,business_closed,2025-02-19,none,1
CUST-1671,2020-04-11,2024-12-24,London,Technology,Standard,Monthly,Renewal upgrade,107.29,56,168.3,6,0,1,8.5,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1672,2021-01-19,2024-12-10,Scotland,Public Sector,Standard,Monthly,Self-serve,111.69,47,610.9,23,1,1,8.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1673,2021-10-16,2024-12-24,South West,Professional Services,Basic,Monthly,Self-serve,52.27,38,,1,2,0,7.8,10,Invoice query raised; finance contact requested clarification.,business_closed,2025-01-07,discount,1
CUST-1674,2021-05-15,2024-12-25,Midlands,Professional Services,Standard,Annual,Self-serve,76.77,43,210.1,12,7,0,7.8,11,Support issue around onboarding and admin setup.,business_closed,2025-03-03,success_call,1
CUST-1675,2021-02-27,2024-11-20,Scotland,Public Sector,Basic,Annual,Sales-led,37.4,46,223.2,6,5,0,8.9,1,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1676,2022-08-05,2024-12-12,North West,Professional Services,Enterprise,Annual,Partner,355.78,28,390.0,23,4,0,8.7,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1677,2021-08-13,2024-12-27,South West,Education,Basic,Annual,Self-serve,49.25,40,146.1,1,1,0,6.4,1,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1678,2021-12-27,2024-12-05,North West,Technology,Basic,Monthly,Renewal upgrade,20.0,36,54.6,9,3,1,5.4,8,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-02-15,discount,1
CUST-1679,2023-03-11,2024-12-19,London,Education,Basic,Monthly,Self-serve,63.91,21,74.9,0,2,1,6.3,6,Customer happy with product but needs integration advice.,competitor,2025-03-26,success_call,1
CUST-1680,2020-05-16,2024-12-28,South East,Healthcare,Basic,Monthly,Self-serve,50.64,55,162.9,7,1,0,8.2,1,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1681,2021-06-09,2024-12-30,London,Healthcare,Basic,Annual,Partner,39.17,42,52.3,0,1,0,7.3,6,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1682,2020-04-16,2024-12-29,London,Professional Services,Basic,Monthly,Self-serve,60.94,56,199.4,7,1,2,5.7,12,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1683,2023-09-15,2024-12-26,London,Technology,Basic,Monthly,Renewal upgrade,40.87,15,256.6,13,0,1,6.5,10,Support issue around onboarding and admin setup.,,,,0
CUST-1684,2020-09-28,2024-12-30,North West,Retail,Basic,Monthly,Sales-led,40.74,51,216.7,15,2,2,4.0,6,Support issue around onboarding and admin setup.,business_closed,2025-02-06,none,1
CUST-1685,2023-04-12,2024-12-04,Wales,Retail,Standard,Monthly,Renewal upgrade,103.3,20,316.9,17,3,0,3.3,5,Support issue around onboarding and admin setup.,business_closed,2025-02-18,discount,1
CUST-1686,2020-10-05,2024-12-29,South East,Retail,Standard,Annual,Partner,120.37,50,71.4,1,1,0,7.3,12,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-02-10,none,1
CUST-1687,2021-04-18,2024-12-09,North West,Technology,Standard,Monthly,Renewal upgrade,118.48,44,171.6,8,2,0,10.0,8,Support issue around onboarding and admin setup.,,,,0
CUST-1688,2022-06-07,2024-12-22,South West,Professional Services,Standard,Monthly,Self-serve,103.32,30,114.1,1,3,1,9.6,10,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-10,success_call,1
CUST-1689,2023-04-28,2024-12-09,Midlands,Technology,Basic,Annual,Partner,54.55,20,69.6,0,4,0,5.3,5,Invoice query raised; finance contact requested clarification.,support,2025-03-09,discount,1
CUST-1690,2020-09-16,2024-12-31,Scotland,Manufacturing,Basic,Monthly,Sales-led,58.5,51,115.1,0,2,0,7.7,10,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1691,2020-11-07,2024-12-24,South East,Public Sector,Basic,Monthly,Partner,33.92,49,299.7,10,2,1,5.7,9,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1692,2023-07-11,2024-12-29,South West,Technology,Premium,Monthly,Sales-led,186.73,17,520.8,22,3,1,6.5,1,Customer happy with product but needs integration advice.,,,,0
CUST-1693,2021-04-15,2024-11-24,South East,Public Sector,Enterprise,Annual,Sales-led,340.19,44,,0,9,0,4.2,7,Low usage noted in recent month; customer did not attend webinar.,support,2025-02-05,none,1
CUST-1694,2020-11-02,2024-12-12,South East,Technology,Enterprise,Monthly,Self-serve,352.82,49,275.3,11,3,0,7.5,5,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1695,2022-12-21,2024-12-29,South West,Professional Services,Standard,Annual,Sales-led,96.27,24,276.5,17,3,0,7.6,9,Customer happy with product but needs integration advice.,price,2025-01-16,success_call,1
CUST-1696,2020-05-13,2024-12-03,Scotland,Public Sector,Standard,Annual,Self-serve,105.01,55,199.5,12,3,0,,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1697,2023-06-19,2024-12-19,Midlands,Education,Standard,Annual,Partner,100.42,18,409.9,14,1,0,9.9,10,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1698,2023-07-02,2024-12-23,Scotland,Education,Premium,Monthly,Sales-led,142.12,18,177.9,2,3,0,7.0,10,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-01-10,none,1
CUST-1699,2023-06-04,2024-12-14,Wales,Technology,Premium,Annual,Partner,181.15,18,188.2,9,2,0,7.8,6,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1700,2021-03-07,2024-12-24,South East,Technology,Premium,Monthly,Sales-led,186.71,45,144.8,0,1,1,5.8,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1701,2020-06-15,2024-12-15,South East,Manufacturing,Premium,Monthly,Partner,184.35,54,197.4,12,2,0,5.8,6,Support issue around onboarding and admin setup.,,,,0
CUST-1702,2021-09-13,2024-12-22,South East,Education,Standard,Annual,Partner,97.77,39,40.8,1,4,0,4.4,1,Customer happy with product but needs integration advice.,price,2025-02-25,none,1
CUST-1703,2021-05-03,2024-12-31,London,Healthcare,Premium,Monthly,Self-serve,198.71,43,202.3,15,1,4,7.6,7,Manager requested renewal details and training resources.,,,,0
CUST-1704,2023-11-01,2024-12-27,Northern Ireland,Healthcare,Premium,Monthly,Partner,182.74,13,241.8,3,3,1,6.9,4,Customer happy with product but needs integration advice.,low_usage,2025-01-06,none,1
CUST-1705,2022-07-11,2024-12-24,South East,Healthcare,Standard,Monthly,Renewal upgrade,104.25,29,,12,3,1,4.5,11,,,,,0
CUST-1706,2023-10-10,2024-12-22,Scotland,Healthcare,Enterprise,Monthly,Partner,361.53,14,148.9,6,2,0,7.5,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1707,2023-01-01,2024-12-30,Midlands,Professional Services,Basic,Monthly,Self-serve,53.35,23,161.2,5,1,3,5.0,10,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1708,2022-11-09,2024-12-19,Midlands,Professional Services,Enterprise,Annual,Self-serve,338.22,25,332.4,8,4,0,10.0,12,Multiple support contacts; wants faster response time.,,,,0
CUST-1709,2020-06-12,2024-12-23,North West,Public Sector,Premium,Annual,Partner,149.74,54,286.3,14,1,0,7.5,2,Support issue around onboarding and admin setup.,,,,0
CUST-1710,2020-04-10,2024-12-16,North West,Healthcare,Basic,Monthly,Sales-led,43.27,56,218.8,11,1,0,9.1,9,Manager requested renewal details and training resources.,,,,0
CUST-1711,2020-03-08,2024-12-14,South West,Technology,Standard,Annual,Partner,108.13,57,124.7,12,6,0,8.1,11,Manager requested renewal details and training resources.,,,,0
CUST-1712,2022-05-16,2024-12-10,Wales,Manufacturing,Basic,Monthly,Sales-led,44.76,31,130.0,9,2,0,6.1,10,Invoice query raised; finance contact requested clarification.,price,2025-03-09,success_call,1
CUST-1713,2020-10-21,2024-12-27,Midlands,Professional Services,Premium,Monthly,Partner,188.61,50,80.3,1,2,1,7.1,5,Multiple support contacts; wants faster response time.,competitor,2025-02-08,discount,1
CUST-1714,2023-12-15,2024-12-27,South West,Professional Services,Premium,Monthly,Sales-led,180.78,12,320.3,9,1,2,8.7,9,Customer happy with product but needs integration advice.,,,,0
CUST-1715,2020-07-12,2024-12-15,Midlands,Retail,Standard,Monthly,Sales-led,114.46,53,117.2,0,1,0,7.9,11,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1716,2023-10-14,2024-12-30,London,Technology,Premium,Monthly,Renewal upgrade,175.46,14,360.7,20,1,0,9.2,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1717,2022-09-01,2024-12-24,Scotland,Retail,Basic,Monthly,Renewal upgrade,54.61,27,,6,2,0,6.0,6,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1718,2020-06-03,2024-12-30,London,Education,Basic,Monthly,Renewal upgrade,55.07,54,136.6,11,0,1,8.5,6,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1719,2020-03-26,2024-12-28,Wales,Technology,Standard,Annual,Renewal upgrade,117.02,57,205.3,10,3,0,6.8,9,Customer happy with product but needs integration advice.,,,,0
CUST-1720,2021-08-01,2024-11-28,South West,Technology,Basic,Monthly,Self-serve,28.52,40,64.9,4,3,3,6.5,8,Low usage noted in recent month; customer did not attend webinar.,competitor,2025-03-01,success_call,1
