customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned,signup_month,signup_quarter,days_since_last_login,tenure_band,usage_per_active_day,fee_per_usage_minute,ticket_rate_per_tenure,low_usage_high_tickets_flag,monthly_contract_low_satisfaction_flag,account_note_length,mentions_price_issue,mentions_support_issue,late_payment_rate,days_to_renewal,satisfaction_x_support_load
CUST-1092,2023-01-08,2024-12-18,Wales,Professional Services,Basic,Annual,Self-serve,64.71,23,67.2,0,0,0,7.9,1,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,13,established,,0.9629464285714284,0.0,0,0,65,0,0,0.0,1,0.0
CUST-1093,2021-02-10,2024-12-08,North West,Technology,Standard,Monthly,Sales-led,115.08,46,212.3,7,4,0,7.7,1,Invoice query raised; finance contact requested clarification.,low_usage,2025-01-20,discount,1,2,1,23,long_term,30.32857142857143,0.5420631182289213,0.08695652173913043,0,0,62,1,0,0.0,1,9.2
CUST-1094,2021-05-26,2024-12-19,North West,Education,Premium,Annual,Renewal upgrade,185.2,43,586.8,22,1,0,10.0,11,,,,,0,5,2,12,long_term,26.672727272727272,0.3156100886162236,0.023255813953488372,0,0,0,0,0,0.0,305,0.0
CUST-1095,2020-12-11,2024-12-30,South East,Professional Services,Basic,Annual,Self-serve,43.54,48,229.9,17,2,0,9.2,11,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,12,4,1,long_term,13.523529411764706,0.18938668986515875,0.041666666666666664,0,0,72,1,0,0.0,305,1.6000000000000014
CUST-1096,2021-07-22,2024-12-11,Wales,Technology,Standard,Annual,Partner,96.13,41,315.4,17,1,0,8.8,7,Support issue around onboarding and admin setup.,,,,0,7,3,20,long_term,18.552941176470586,0.3047875713379835,0.024390243902439025,0,0,48,0,1,0.0,182,1.1999999999999993
CUST-1097,2021-02-01,2024-12-23,South East,Technology,Premium,Annual,Self-serve,169.35,46,117.7,8,1,0,7.1,4,Support issue around onboarding and admin setup.,,,,0,2,1,8,long_term,14.7125,1.4388275276125742,0.021739130434782608,0,0,48,0,1,0.0,91,2.9000000000000004
CUST-1098,2020-12-26,2024-12-07,London,Education,Premium,Annual,Partner,167.06,48,259.3,9,1,0,8.4,12,Low usage noted in recent month; customer did not attend webinar.,,,,0,12,4,24,long_term,28.811111111111114,0.6442730428075588,0.020833333333333332,0,0,65,0,0,0.0,335,1.5999999999999996
CUST-1099,2021-09-20,2024-12-26,London,Manufacturing,Premium,Monthly,Partner,166.47,39,393.8,15,0,2,7.5,10,Healthy adoption in team; users asked for reporting improvements.,,,,0,9,3,5,long_term,26.253333333333334,0.42272727272727273,0.0,0,0,65,0,0,0.05128205128205128,274,0.0
CUST-1100,2023-06-08,2024-12-30,South West,Retail,Standard,Monthly,Renewal upgrade,91.58,18,224.7,3,0,1,7.8,12,Multiple support contacts; wants faster response time.,competitor,2025-03-19,discount,1,6,2,1,growing,74.89999999999999,0.4075656430796618,0.0,0,0,54,0,1,0.05555555555555555,335,0.0
CUST-1101,2023-01-18,2024-12-26,South West,Professional Services,Premium,Annual,Self-serve,166.58,23,98.8,7,1,0,10.0,1,Multiple support contacts; wants faster response time.,,,,0,1,1,5,established,14.114285714285714,1.6860323886639679,0.043478260869565216,0,0,54,0,1,0.0,1,0.0
CUST-1102,2021-03-10,2024-12-22,Wales,Education,Basic,Annual,Sales-led,30.24,45,167.4,9,2,1,7.6,12,Support issue around onboarding and admin setup.,,,,0,3,1,9,long_term,18.6,0.18064516129032257,0.044444444444444446,0,0,48,0,1,0.022222222222222223,335,4.800000000000001
CUST-1103,2023-10-08,2024-12-26,South East,Retail,Standard,Monthly,Sales-led,101.63,14,255.6,15,1,0,8.9,2,Manager requested renewal details and training resources.,,,,0,10,4,5,growing,17.04,0.39761345852895147,0.07142857142857142,0,0,57,0,0,0.0,32,1.0999999999999996
CUST-1104,2020-11-02,2024-12-26,South West,Manufacturing,Basic,Monthly,Self-serve,51.82,49,13.9,0,2,1,5.6,7,Manager requested renewal details and training resources.,low_usage,2025-01-08,discount,1,11,4,5,long_term,,3.7280575539568344,0.04081632653061224,0,1,57,0,0,0.02040816326530612,182,8.8
CUST-1105,2023-08-22,2024-12-17,Midlands,Public Sector,Standard,Annual,Sales-led,119.41,16,210.9,8,4,0,8.9,11,Customer mentioned price sensitivity and asked about lower plan options.,low_usage,2025-02-05,success_call,1,8,3,14,growing,26.3625,0.5661925082977715,0.25,0,0,72,1,0,0.0,305,4.399999999999999
CUST-1106,2021-03-27,2024-12-01,Midlands,Professional Services,Standard,Monthly,Sales-led,90.98,45,116.3,5,5,0,7.9,6,Multiple support contacts; wants faster response time.,,,,0,3,1,30,long_term,23.259999999999998,0.782287188306105,0.1111111111111111,1,0,54,0,1,0.0,152,10.499999999999998
CUST-1107,2022-02-27,2024-12-26,North West,Education,Basic,Annual,Sales-led,52.55,34,251.3,14,3,0,8.9,1,Invoice query raised; finance contact requested clarification.,,,,0,2,1,5,established,17.95,0.2091126144050935,0.08823529411764706,0,0,62,1,0,0.0,1,3.299999999999999
CUST-1108,2020-10-23,2024-12-07,South East,Retail,Premium,Monthly,Self-serve,182.75,50,174.8,1,3,0,7.8,11,Support issue around onboarding and admin setup.,price,2025-01-01,none,1,10,4,24,long_term,174.8,1.0454805491990846,0.06,0,0,48,0,1,0.0,305,6.6000000000000005
CUST-1109,2023-01-17,2024-12-22,London,Technology,Standard,Annual,Sales-led,95.95,23,272.6,14,3,0,9.4,1,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,9,established,19.47142857142857,0.3519809244314013,0.13043478260869565,0,0,65,0,0,0.0,1,1.799999999999999
CUST-1110,2021-04-08,2024-12-21,South West,Retail,Basic,Annual,Self-serve,57.93,44,165.1,7,3,1,9.0,10,,,,,0,4,2,10,long_term,23.585714285714285,0.35087825560266506,0.06818181818181818,0,0,0,0,0,0.022727272727272728,274,3.0
CUST-1111,2023-06-27,2024-12-29,North West,Manufacturing,Basic,Annual,Partner,58.3,18,129.4,1,1,0,8.2,7,Healthy adoption in team; users asked for reporting improvements.,price,2025-01-30,none,1,6,2,2,growing,129.4,0.4505409582689335,0.05555555555555555,0,0,65,0,0,0.0,182,1.8000000000000007
CUST-1112,2020-05-01,2024-12-25,London,Education,Standard,Annual,Partner,102.93,56,538.7,13,3,1,8.4,3,Support issue around onboarding and admin setup.,,,,0,5,2,6,long_term,41.43846153846154,0.19107109708557637,0.05357142857142857,0,0,48,0,1,0.017857142857142856,60,4.799999999999999
CUST-1113,2022-01-02,2024-12-28,South East,Healthcare,Standard,Annual,Sales-led,95.93,35,162.3,6,2,0,9.0,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,1,1,3,established,27.05,0.5910659272951325,0.05714285714285714,0,0,72,1,0,0.0,32,2.0
CUST-1114,2020-08-19,2024-12-27,Scotland,Manufacturing,Standard,Annual,Self-serve,94.71,52,229.7,15,3,0,6.3,12,Invoice query raised; finance contact requested clarification.,,,,0,8,3,4,long_term,15.313333333333333,0.4123204179364388,0.057692307692307696,0,0,62,1,0,0.0,335,11.100000000000001
CUST-1115,2023-07-21,2024-12-31,London,Public Sector,Basic,Annual,Self-serve,32.59,17,164.9,13,4,0,6.1,10,Customer happy with product but needs integration advice.,,,,0,7,3,0,growing,12.684615384615386,0.19763493026076412,0.23529411764705882,0,0,57,0,0,0.0,274,15.600000000000001
CUST-1116,2021-08-31,2024-12-25,Northern Ireland,Education,Premium,Monthly,Self-serve,169.33,40,241.1,11,1,1,7.8,6,Multiple support contacts; wants faster response time.,,,,0,8,3,6,long_term,21.918181818181818,0.70232268768146,0.025,0,0,54,0,1,0.025,152,2.2
CUST-1117,2022-09-11,2024-12-27,Midlands,Public Sector,Enterprise,Annual,Self-serve,341.54,27,700.5,30,5,0,6.4,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,9,3,4,established,23.35,0.48756602426837975,0.18518518518518517,0,0,72,1,0,0.0,32,18.0
CUST-1118,2023-07-08,2024-12-26,Midlands,Technology,Standard,Monthly,Sales-led,85.51,17,255.7,10,1,1,9.2,3,Customer happy with product but needs integration advice.,support,2025-03-30,none,1,7,3,5,growing,25.57,0.3344153304653892,0.058823529411764705,0,0,57,0,0,0.058823529411764705,60,0.8000000000000007
CUST-1119,2022-02-21,2024-12-29,North West,Healthcare,Standard,Annual,Renewal upgrade,104.28,34,171.6,11,2,0,6.2,3,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,2,established,15.6,0.6076923076923078,0.058823529411764705,0,0,65,0,0,0.0,60,7.6
CUST-1120,2020-03-24,2024-12-31,Wales,Education,Premium,Annual,Sales-led,193.36,57,505.3,18,2,1,8.0,12,Low usage noted in recent month; customer did not attend webinar.,,,,0,3,1,0,long_term,28.072222222222223,0.3826637641005344,0.03508771929824561,0,0,65,0,0,0.017543859649122806,335,4.0
CUST-1121,2020-11-18,2024-12-23,Scotland,Professional Services,Enterprise,Monthly,Partner,338.1,49,375.1,13,6,1,6.8,8,Multiple support contacts; wants faster response time.,,,,0,11,4,8,long_term,28.853846153846156,0.9013596374300187,0.12244897959183673,0,0,54,0,1,0.02040816326530612,213,19.200000000000003
CUST-1122,2020-11-06,2024-12-31,Wales,Public Sector,Standard,Monthly,Self-serve,102.4,49,149.8,3,1,1,7.6,3,Manager requested renewal details and training resources.,,,,0,11,4,0,long_term,49.93333333333334,0.6835781041388518,0.02040816326530612,0,0,57,0,0,0.02040816326530612,60,2.4000000000000004
CUST-1123,2023-08-27,2024-12-30,London,Education,Premium,Monthly,Sales-led,166.59,16,403.5,8,1,0,8.3,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,8,3,1,growing,50.4375,0.4128624535315985,0.0625,0,0,65,0,0,0.0,182,1.6999999999999993
CUST-1124,2023-08-19,2024-12-27,North West,Healthcare,Enterprise,Annual,Partner,345.34,16,137.2,11,3,0,7.2,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,8,3,4,growing,12.47272727272727,2.517055393586006,0.1875,0,0,72,1,0,0.0,32,8.399999999999999
CUST-1125,2021-11-27,2024-12-24,London,Professional Services,Premium,Monthly,Sales-led,170.72,37,117.4,2,2,1,7.0,8,Manager requested renewal details and training resources.,,,,0,11,4,7,long_term,58.7,1.4541737649063031,0.05405405405405406,0,0,57,0,0,0.02702702702702703,213,6.0
CUST-1126,2023-07-23,2024-12-29,North West,Technology,Standard,Monthly,Partner,106.22,17,71.2,0,4,0,6.1,10,Healthy adoption in team; users asked for reporting improvements.,low_usage,2025-01-28,none,1,7,3,2,growing,,1.4918539325842697,0.23529411764705882,1,0,65,0,0,0.0,274,15.600000000000001
CUST-1127,2020-12-25,2024-12-31,South East,Healthcare,Basic,Annual,Self-serve,40.85,48,45.5,0,0,0,,12,Healthy adoption in team; users asked for reporting improvements.,,,,0,12,4,0,long_term,,0.8978021978021978,0.0,0,0,65,0,0,0.0,335,0.0
CUST-1128,2022-09-18,2024-12-26,London,Manufacturing,Basic,Annual,Sales-led,61.14,27,294.0,11,3,0,9.5,12,Healthy adoption in team; users asked for reporting improvements.,,,,0,9,3,5,established,26.727272727272727,0.20795918367346938,0.1111111111111111,0,0,65,0,0,0.0,335,1.5
CUST-1129,2021-07-26,2024-12-09,London,Professional Services,Standard,Monthly,Sales-led,96.05,41,211.0,15,3,0,4.4,3,Support issue around onboarding and admin setup.,business_closed,2025-02-17,success_call,1,7,3,22,long_term,14.066666666666666,0.4552132701421801,0.07317073170731707,0,1,48,0,1,0.0,60,16.799999999999997
CUST-1130,2020-12-17,2024-12-24,Scotland,Technology,Standard,Monthly,Partner,91.2,48,75.3,11,2,0,7.0,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,12,4,7,long_term,6.845454545454545,1.2111553784860558,0.041666666666666664,0,0,72,1,0,0.0,32,6.0
CUST-1131,2020-12-31,2024-12-26,London,Professional Services,Standard,Annual,Sales-led,83.96,47,216.9,2,4,0,6.7,1,Manager requested renewal details and training resources.,,,,0,12,4,5,long_term,108.45,0.3870908252650991,0.0851063829787234,0,0,57,0,0,0.0,1,13.2
CUST-1132,2021-09-04,2024-12-30,South West,Retail,Standard,Annual,Renewal upgrade,102.04,39,343.7,12,2,2,8.3,11,Customer happy with product but needs integration advice.,,,,0,9,3,1,long_term,28.641666666666666,0.29688681990107657,0.05128205128205128,0,0,57,0,0,0.05128205128205128,305,3.3999999999999986
CUST-1133,2021-05-10,2024-12-23,Scotland,Public Sector,Standard,Annual,Partner,109.74,43,146.9,2,2,0,5.4,5,Support issue around onboarding and admin setup.,,,,0,5,2,8,long_term,73.45,0.7470388019060584,0.046511627906976744,0,0,48,0,1,0.0,121,9.2
CUST-1134,2020-11-04,2024-12-31,South East,Technology,Premium,Monthly,Partner,182.28,49,185.4,11,2,1,6.6,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,11,4,0,long_term,16.854545454545455,0.9831715210355987,0.04081632653061224,0,0,65,0,0,0.02040816326530612,32,6.800000000000001
CUST-1135,2021-05-02,2024-12-16,Scotland,Retail,Basic,Monthly,Sales-led,75.87,43,357.2,15,1,1,8.2,4,Low usage noted in recent month; customer did not attend webinar.,competitor,2025-01-26,discount,1,5,2,15,long_term,23.813333333333333,0.21240201567749162,0.023255813953488372,0,0,65,0,0,0.023255813953488372,91,1.8000000000000007
CUST-1136,2020-07-06,2024-11-30,London,Healthcare,Basic,Monthly,Partner,66.16,53,126.8,3,0,0,9.6,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,31,long_term,42.266666666666666,0.5217665615141955,0.0,0,0,72,1,0,0.0,32,0.0
CUST-1137,2023-11-16,2024-12-15,South West,Public Sector,Premium,Annual,Renewal upgrade,175.31,13,105.4,5,0,0,8.4,1,Customer happy with product but needs integration advice.,,,,0,11,4,16,growing,21.080000000000002,1.6632827324478177,0.0,0,0,57,0,0,0.0,1,0.0
CUST-1138,2021-07-08,2024-12-31,North West,Technology,Premium,Monthly,Sales-led,175.18,41,164.9,5,2,0,5.9,1,Manager requested renewal details and training resources.,support,2025-01-09,success_call,1,7,3,0,long_term,32.980000000000004,1.0623408126137053,0.04878048780487805,0,1,57,0,0,0.0,1,8.2
CUST-1139,2020-06-05,2024-12-24,Midlands,Healthcare,Enterprise,Monthly,Sales-led,354.64,54,97.4,10,3,1,6.1,12,Manager requested renewal details and training resources.,,,,0,6,2,7,long_term,9.74,3.641067761806981,0.05555555555555555,1,0,57,0,0,0.018518518518518517,335,11.700000000000001
CUST-1140,2022-04-20,2024-12-14,London,Education,Premium,Annual,Sales-led,168.94,32,354.6,16,2,0,9.7,8,Healthy adoption in team; users asked for reporting improvements.,,,,0,4,2,17,established,22.1625,0.4764241398759165,0.0625,0,0,65,0,0,0.0,213,0.6000000000000014
CUST-1141,2023-07-13,2024-12-15,North West,Public Sector,Premium,Annual,Self-serve,193.0,17,155.8,9,3,0,5.6,3,Support issue around onboarding and admin setup.,business_closed,2025-02-13,none,1,7,3,16,growing,17.311111111111114,1.238767650834403,0.17647058823529413,0,0,48,0,1,0.0,60,13.200000000000001
CUST-1142,2021-06-09,2024-12-31,North West,Public Sector,Standard,Annual,Partner,103.34,42,133.1,0,0,0,7.9,5,Healthy adoption in team; users asked for reporting improvements.,,,,0,6,2,0,long_term,,0.7764087152516905,0.0,0,0,65,0,0,0.0,121,0.0
CUST-1143,2023-05-19,2024-12-23,South West,Public Sector,Standard,Monthly,Self-serve,102.08,19,497.9,20,4,1,8.1,4,Low usage noted in recent month; customer did not attend webinar.,,,,0,5,2,8,established,24.895,0.2050210885720024,0.21052631578947367,0,0,65,0,0,0.05263157894736842,91,7.600000000000001
CUST-1144,2022-06-10,2024-12-10,Scotland,Education,Basic,Monthly,Self-serve,57.24,30,71.7,11,4,0,6.2,1,Healthy adoption in team; users asked for reporting improvements.,low_usage,2025-01-01,discount,1,6,2,21,established,6.5181818181818185,0.798326359832636,0.13333333333333333,1,0,65,0,0,0.0,1,15.2
CUST-1145,2022-12-15,2024-12-22,North West,Professional Services,Standard,Monthly,Sales-led,119.67,24,85.7,9,0,1,10.0,11,Customer happy with product but needs integration advice.,,,,0,12,4,9,established,9.522222222222222,1.3963827304550758,0.0,0,0,57,0,0,0.041666666666666664,305,0.0
CUST-1146,2021-03-08,2024-12-06,South East,Technology,Enterprise,Monthly,Sales-led,351.05,45,142.0,0,4,1,6.1,3,Support issue around onboarding and admin setup.,business_closed,2025-01-24,success_call,1,3,1,25,long_term,,2.4721830985915494,0.08888888888888889,0,0,48,0,1,0.022222222222222223,60,15.600000000000001
CUST-1147,2020-02-23,2024-12-20,South East,Technology,Standard,Annual,Sales-led,97.64,58,349.0,13,1,0,9.3,4,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,11,long_term,26.846153846153847,0.27977077363896846,0.017241379310344827,0,0,65,0,0,0.0,91,0.6999999999999993
CUST-1148,2021-05-19,2024-12-18,Scotland,Public Sector,Standard,Monthly,Renewal upgrade,117.1,43,248.8,5,1,1,6.7,1,Low usage noted in recent month; customer did not attend webinar.,support,2025-03-18,discount,1,5,2,13,long_term,49.760000000000005,0.4706591639871382,0.023255813953488372,0,0,65,0,0,0.023255813953488372,1,3.3
CUST-1149,2023-09-11,2024-12-27,North West,Professional Services,Standard,Annual,Self-serve,110.61,15,164.8,13,1,0,8.7,7,Customer happy with product but needs integration advice.,,,,0,9,3,4,growing,12.676923076923078,0.6711771844660194,0.06666666666666667,0,0,57,0,0,0.0,182,1.3000000000000007
CUST-1150,2023-02-28,2024-12-03,London,Retail,Basic,Annual,Self-serve,45.15,22,117.5,6,0,0,9.3,3,Invoice query raised; finance contact requested clarification.,,,,0,2,1,28,established,19.583333333333332,0.3842553191489362,0.0,0,0,62,1,0,0.0,60,0.0
CUST-1151,2023-02-18,2024-12-22,Midlands,Public Sector,Basic,Annual,Partner,49.06,22,207.7,5,1,1,6.8,10,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,9,established,41.54,0.23620606644198366,0.045454545454545456,0,0,65,0,0,0.045454545454545456,274,3.2
CUST-1152,2023-07-06,2024-12-14,South West,Professional Services,Basic,Monthly,Sales-led,51.34,17,161.3,7,0,0,8.1,6,Invoice query raised; finance contact requested clarification.,,,,0,7,3,17,growing,23.042857142857144,0.31828890266584003,0.0,0,0,62,1,0,0.0,152,0.0
CUST-1153,2021-06-28,2024-12-31,London,Technology,Enterprise,Monthly,Sales-led,353.34,42,236.1,0,5,1,5.5,10,Support issue around onboarding and admin setup.,,,,0,6,2,0,long_term,,1.496569250317662,0.11904761904761904,0,1,48,0,1,0.023809523809523808,274,22.5
CUST-1154,2021-04-15,2024-12-10,Scotland,Healthcare,Standard,Monthly,Sales-led,82.72,44,253.2,6,3,1,5.7,3,Invoice query raised; finance contact requested clarification.,,,,0,4,2,21,long_term,42.199999999999996,0.32669826224328596,0.06818181818181818,0,1,62,1,0,0.022727272727272728,60,12.899999999999999
CUST-1155,2023-09-12,2024-12-28,London,Manufacturing,Premium,Monthly,Renewal upgrade,160.49,15,116.3,5,2,0,9.0,9,Support issue around onboarding and admin setup.,,,,0,9,3,3,growing,23.259999999999998,1.3799656061908858,0.13333333333333333,0,0,48,0,1,0.0,244,2.0
CUST-1156,2022-04-14,2024-12-30,Wales,Technology,Premium,Monthly,Partner,168.35,32,135.9,9,0,0,7.2,12,Customer happy with product but needs integration advice.,,,,0,4,2,1,established,15.100000000000001,1.2387785136129505,0.0,0,0,57,0,0,0.0,335,0.0
CUST-1157,2021-03-11,2024-12-27,South East,Healthcare,Basic,Monthly,Self-serve,37.42,45,194.9,0,3,1,3.6,11,Manager requested renewal details and training resources.,support,2025-02-09,none,1,3,1,4,long_term,,0.19199589533093894,0.06666666666666667,0,1,57,0,0,0.022222222222222223,305,19.200000000000003
CUST-1158,2021-02-10,2024-12-26,Wales,Retail,Basic,Annual,Sales-led,41.27,46,194.6,6,2,1,10.0,9,Multiple support contacts; wants faster response time.,,,,0,2,1,5,long_term,32.43333333333333,0.21207605344295993,0.043478260869565216,0,0,54,0,1,0.021739130434782608,244,0.0
CUST-1159,2023-07-04,2024-12-26,Midlands,Manufacturing,Premium,Monthly,Sales-led,186.62,17,57.1,6,3,1,5.4,12,Support issue around onboarding and admin setup.,support,2025-01-06,discount,1,7,3,5,growing,9.516666666666667,3.2683012259194397,0.17647058823529413,1,1,48,0,1,0.058823529411764705,335,13.799999999999999
